id,features[0],features[1],features[2],features[3],features[4],features[5],features[6],features[7],features[8],features[9]
404,0.21054517,-0.3671231,-1.0756265,-0.37384078,-0.3510349,-0.4883375,0.018864324,-1.2331328,-0.7017098,1.0586525
414,-8.876035E-4,-0.90017843,-0.60953933,-0.3683346,-0.51363903,-0.039478686,0.29042527,-0.89252496,-0.104254834,0.5740781
424,0.101922356,-0.5328445,-0.70073336,-0.32443517,-0.46625334,-0.31868026,0.22586791,-0.6536245,-0.3499086,0.7592016
434,0.02670831,-0.5844538,-0.9306603,-0.56267124,-0.514106,0.020329602,-0.06322958,-0.8181675,-0.53186274,0.567379
444,-0.2914593,-0.29130548,-0.6465266,-0.3890099,-0.32516113,-0.4509718,0.21437316,-0.9419452,-0.38023537,-0.23233345
454,-0.109404676,-0.5837606,-1.02463,-0.5400364,-0.72116786,-0.365534,0.38916507,-0.56205,-0.6955333,0.66335016
464,-0.1402943,-0.7667793,-0.8735869,-0.4222243,-0.48684683,-0.0107625,-0.16914132,-0.81729335,-0.41274908,0.1446991
474,-0.025892444,-0.63272053,-1.1802199,-0.72876227,-0.86759824,-0.40750396,0.24299075,-0.50169057,-0.56020236,0.41819784
484,0.23800205,-1.015893,-0.6843117,-0.4345512,-0.11931054,-0.34647036,-0.3754967,-0.40852824,-0.13051215,0.9865909
494,0.08532909,-0.81743956,-1.0342454,-0.6319019,-0.5401834,-0.1172484,0.04340214,-0.514198,-0.5178129,0.5615338
504,-0.25562572,-0.6211584,-0.94458014,-0.4693846,-0.26273775,-0.36255646,4.3202142E-4,-0.96600556,-0.48594174,0.17903267
514,0.038926627,-0.52336663,-1.1373745,-0.7215871,-0.780119,-0.44003764,0.28539604,-0.7049551,-0.13146916,0.15724482
524,-0.040473986,-0.26467976,-1.2432058,-0.55919635,-0.5806401,-0.47974434,0.45570123,-0.5911868,-0.68002844,0.6151311
534,-0.29411244,-0.7054158,-0.96909606,-0.92239547,-0.6369197,-0.80589014,0.66955346,-0.09164004,-0.41299927,0.5124677
544,-0.10167693,-0.7467867,-0.5606549,-0.41539925,-0.3204748,-0.26532346,0.043282554,-0.84609896,-0.5657356,0.57827723
554,0.0073393066,-0.6108647,-0.635557,-0.68065614,-0.17529066,-0.76956356,0.30901918,-0.5100877,-0.40892586,0.39518914
564,-0.018094063,-0.5632969,-0.903682,-0.28488004,-0.21472305,0.0021439523,-0.24452232,-0.87996346,-0.18810026,0.30363336
574,0.26542792,-0.5875485,-0.5799844,-0.7252797,-1.1946087,-0.87194,0.34116617,-0.5388889,0.05136923,-0.019922255
584,0.022615844,-0.6864439,-0.8865727,-0.9418401,-0.8563078,-0.5875173,0.43801346,-0.22308826,-0.1786142,0.45171195
594,0.30629468,-0.7194342,-1.1618993,-1.1190772,-0.5277812,-0.5649153,0.5834491,-0.06735413,-0.41114905,0.45598137
614,0.017763032,-0.5715635,-1.1711771,-0.008264708,-0.73722917,-0.47090784,0.16351154,-0.26188886,-0.56630844,0.13330646
624,-0.06979902,-0.30795416,-1.0244516,-0.6125191,-0.93112695,-0.66686255,0.330584,-0.3767767,-0.5770681,0.019000277
634,-0.21970077,-0.48718,-0.49403372,-0.13644882,0.13019589,-0.11788088,-0.27039793,-0.51068693,0.1465174,0.5666803
644,-0.21606396,-0.11645162,-0.7241761,-0.20390077,-0.29859537,0.00855639,-0.092024855,-0.27857518,-0.19692913,0.34841353
664,0.40178576,0.027446896,-0.7048303,-0.9722111,-0.37759683,-0.47022098,0.45992902,-0.954763,-0.36895007,0.19605644
674,0.28419387,-0.86091834,-0.80301017,-0.74522394,-0.4388367,-0.46500695,0.16202016,-0.7218034,-0.10216096,-0.26645103
684,-0.043290213,-0.06781734,-0.18150203,-0.22661498,0.029098699,0.011755234,-9.2912884E-4,-0.22091015,-0.05673114,0.134888
694,0.18897335,-0.74865544,-0.76323277,-0.4556053,-0.27588254,0.027168117,-0.034416925,-0.88710105,-0.42710692,0.2499254
704,0.089269705,-0.6027114,-0.45741472,-0.49662456,-0.09187053,-0.50315046,0.08677643,-0.9226992,-0.06609805,0.36662543
714,-0.16058818,-0.64611584,-1.0759279,-0.96444815,-0.83447856,-1.036963,0.022394434,-0.23037747,-0.32487535,-0.41013584
724,0.13376036,-0.55777925,-0.6357781,-0.84720314,-0.51965225,-0.25409982,0.059073035,-1.0731395,-0.27559716,0.21123059
734,-0.19831316,-1.0512295,-0.6703252,-0.8672772,-0.43944392,-0.54779035,0.2924761,-0.39199966,0.13227409,0.003449889
744,0.67892677,-0.76810044,-0.9294751,-0.45674658,-0.5751168,-0.21234155,-0.20733558,0.0067992304,-0.27142528,0.16955307
754,0.34444338,-0.5456185,-0.62502146,-0.23374294,0.072575785,-0.8620405,0.12353085,-1.3299942,-0.06166384,0.88501817
764,0.13790865,-0.6189838,-0.9086612,-0.31478676,-0.7523824,-0.90089816,0.48844182,-0.6599836,-0.14019938,0.1123918
774,-0.10028126,-0.61764264,-0.8802405,-0.84546393,-0.5368218,-0.77784526,0.23703372,-0.58632636,-0.29340082,0.1286235
784,0.3755213,-0.14798732,-0.882612,-0.52562475,-0.6914584,-0.64894986,-0.15071784,-0.738777,-0.12748732,-0.06986412
804,-0.009422671,-0.21660638,-0.87044203,-0.46007583,-0.45955235,-0.7125521,0.19385746,-0.9460369,-0.4813235,0.33934405
814,0.1322474,-0.23939869,-1.0135803,-0.7407864,-0.35543156,-0.4083502,0.13617292,-0.60124683,-0.2957732,-0.24999113
824,0.048877586,-0.8544749,-1.0363858,-0.4461129,-0.7931708,-1.4862617,0.37529227,-0.26737103,0.16474701,-0.18174623
834,0.2409556,-0.63929105,-0.37243095,-0.61113894,-0.29325905,-0.110989355,-0.08728638,-0.5989146,-0.3021651,0.9123158
844,-0.025854502,-0.48732102,-1.2633011,-1.0022323,-0.49782327,-0.7329706,0.6853807,-0.2597805,-0.5928935,0.19187059
854,0.30056506,-1.122676,-0.5054354,-1.3331045,-0.20928225,-1.8225642,0.0702231,-0.028548796,0.50265396,-0.061227348
864,-0.26252455,-0.18746875,-1.6658092,-0.8207272,-0.35546136,-1.0139035,0.36052242,0.12264841,0.10369984,0.31608343
874,0.42311555,-1.0791858,0.36203668,-0.6535329,-1.0247253,-0.2837265,0.47229153,-1.5742031,-0.6120892,0.15891838
884,0.09064498,-0.35300645,-0.738815,-0.6391478,-0.8235847,-0.5856127,0.31962207,-0.17596573,-0.16192253,0.10374945
904,0.05487151,-0.7820441,-1.3123194,-1.0935643,-1.0000194,-0.749952,0.42340615,-0.14386721,-0.47094136,0.22711381
914,-0.10670825,-0.74034894,-1.2768356,-1.0013155,-0.55122966,-0.6114705,0.70821756,-0.18088071,-0.28073177,0.67125773
924,-0.016407976,-0.90259403,-0.9669446,-1.0253978,-0.9851425,-0.77862316,0.36713418,-0.2955368,-0.62076586,-0.36030048
934,0.081991285,-0.60858727,-1.1832964,-0.93432647,-0.53159475,-0.42547503,0.57496494,-0.18542825,-0.33790028,0.73437077
944,0.13487357,-0.9241899,-1.0547091,-0.9072258,-0.7196742,-0.7194214,0.46011168,-0.013470751,-0.47403687,0.1614644
954,-0.06572251,-0.7855226,-1.2869575,-1.0524802,-0.83459604,-0.702086,0.56203157,0.0021378144,-0.38695192,0.41353357
964,0.14907454,-1.0743796,-1.1763437,-0.6875078,-0.40377942,-0.46348125,-0.03117771,-0.3563761,-0.4230063,0.31043568
974,0.037040897,-0.699419,-1.0449071,-0.9664093,-0.76816934,-0.7934603,0.55594593,-0.48820546,-0.30173427,-0.2665532
984,-0.047130194,-0.66658753,-0.2369629,-0.6119721,-0.78689486,-0.44878507,0.6911349,-1.0904307,0.09657956,-0.0048128604
994,-0.18884519,-0.62063,-1.1433741,-0.8914571,-1.0844579,-0.84166455,0.49810368,-0.21494919,-0.07698564,0.13001515
1004,-0.31831187,-1.0685686,-0.60831624,-0.01771488,-0.3215985,-0.22462526,0.008033723,-0.9259476,-0.46046963,0.5532212
1014,0.27302656,-0.65935105,-0.95197946,-0.9002302,-0.03662251,-0.7434885,0.534862,-0.13940239,-0.2917058,0.93484336
1024,0.19013497,-0.6656578,-1.0130982,-0.9957161,-0.23272349,-0.521026,0.32122812,-0.23089108,-0.28558752,0.4418474
1034,0.024172716,-0.57955587,-0.7403493,-0.9623293,-1.0652335,-0.77505314,0.35135046,-0.63224113,-0.026567396,-0.25197214
1044,0.10328874,-0.28099516,-0.7170045,-0.43989745,-0.6617723,-1.0933527,0.79325074,-0.31443763,-0.6585053,0.49162272
1054,0.075290665,-0.659173,-0.6738465,-1.2199657,-0.70634437,-0.73600787,0.38543245,-0.0371141,0.15126139,0.62012047
1064,0.4155946,-0.5395629,-0.9854423,-0.80502987,-0.3152804,-0.2392907,-0.074246585,-0.40170872,-0.2332851,0.5831898
1084,0.31709692,-0.7410059,-1.0529721,-0.9445705,-1.0281385,-0.7854357,0.37637052,-0.28076252,-0.45433283,0.1416533
1094,-0.12916502,-0.7655253,-0.63681966,-0.9120027,-1.1494485,-0.8327747,0.5901232,-0.27904412,-0.08315943,0.17987947
1104,0.02990803,-0.7979005,-1.0803682,-1.0152535,-1.0354575,-0.91088855,0.4905959,0.009426856,-0.39732146,0.122451
1114,-0.28605518,-1.0623298,-0.69908,-0.6192345,-0.79505646,-0.35597336,-0.44979388,-0.72413546,-0.13935302,-0.3257705
1124,-0.014506757,-0.38409343,-0.97885704,-0.6628596,-0.8214628,-0.68873835,0.8833394,-0.4329838,-0.49318123,0.6573133
1134,0.23898411,-0.25102028,-0.7321885,-0.64176416,-0.86397123,-0.71251094,0.30048048,-0.21223249,-0.14317824,-0.19760786
1144,-0.08803884,-0.31255612,-1.5763776,-1.0988263,-0.63268393,-0.4565509,0.043322444,-0.3261873,0.1405329,0.02080518
1154,0.64263135,-0.8002069,-1.1627672,-0.5036109,-0.971193,-0.53791267,0.18600312,-0.47656614,-0.5242375,-0.15710157
1164,0.34959698,-1.9329798,-0.4102082,-0.62560534,-0.18615587,-1.5472184,0.25444108,-0.7120851,0.20385884,0.006167609
1174,-0.726518,-0.95704246,-0.8120584,-0.49961427,-1.3021997,-0.7988881,0.36170945,-0.04750839,-0.33251244,-0.017331557
1184,-0.18505114,-0.5463854,-1.2359226,-0.7568934,-0.81491065,-0.89327914,0.38196793,-0.38680914,-0.22478195,-0.12471429
1194,0.3020094,-0.28557277,-1.1800363,-0.5052306,-0.65969175,-0.6770328,0.013180983,-0.9133626,-0.663029,-0.27909145
1204,-0.160727,-0.85933936,-1.1629252,-1.0651066,-1.0469726,-0.7236842,0.48278007,-0.10875775,-0.6502419,0.088164024
1214,0.22408779,-0.7122765,-1.112438,-1.1821536,-1.0947884,-0.20223221,0.35542235,-0.49047214,-0.57286197,-0.11849542
1224,-0.24405548,-0.84405917,-1.2873718,-1.089894,-0.86235094,-0.6683616,0.38159567,-0.2619477,-0.29933438,0.18202926
1234,-0.11288648,-0.7032882,-1.4912329,-0.7937348,-0.94357175,-0.52192074,0.5262948,-0.24620827,-0.5759576,0.31970793
1244,0.0591733,-0.58079284,-1.0733925,-0.8228798,-1.2118348,-0.9994361,0.43539563,-0.109883614,-0.13503192,-0.08967896
1254,0.17531133,-0.9562859,-1.2276217,-0.9333049,-0.9794589,-0.7285237,0.4259695,-0.06251459,-0.4810028,0.083596915
1264,-0.07988978,-0.9392923,-0.949868,-0.90406615,-1.0152212,-0.7025491,0.58080614,-0.30214462,-0.034245286,0.105461404
1274,-0.26836374,-0.26652876,-1.1993388,-1.0309253,-0.7998519,-0.8128765,0.100195184,-0.6552798,-0.27516073,-0.37733126
1284,-0.10145362,-0.96887153,-1.3303972,-0.92369527,-0.94313633,-0.7364007,0.28339833,-0.16774024,-0.30085889,-0.03698683
1294,0.012901019,-0.9275108,-1.1985502,-0.77950585,-0.94786614,-0.6199642,0.58152634,-0.2263448,-0.53872013,0.13241546
1304,0.054559287,-0.7664101,-1.3408595,-0.7611568,-0.95228237,-0.53470284,0.5709476,-0.29162708,-0.5922965,0.24594083
1324,0.16895342,-0.2549238,-0.59787357,-0.1410487,0.036900844,-0.24364692,0.16120812,-0.9766773,0.052327655,0.10803868
1334,0.6706273,-1.033782,-0.91778105,-0.8807798,-0.47068602,-0.103607625,0.14708476,-0.28373572,-0.2930675,0.0522033
1344,0.24918295,-0.85127085,-0.9693781,-0.8887182,-0.9076452,-0.7800163,0.3164637,-0.3501317,-0.46670505,0.07150928
1354,-0.16916797,-0.51082796,-0.4008477,-1.2419554,-1.1849599,-1.0742077,0.46131212,-0.19263363,-0.17991303,-0.049818244
1364,0.105678156,-0.6201807,-0.82193345,-0.769282,-0.73769903,-0.5736527,0.25929087,-0.42432395,-0.448762,0.24590482
1374,0.030721232,-0.6678612,-1.4362721,-1.0982383,-0.5520072,-0.071778305,0.3516169,-0.32798886,-0.4708514,0.025805514
1384,-0.11856601,-0.7914822,-0.66826826,-0.4093138,-0.6086811,-1.2958757,0.18272564,-0.6592649,-0.52909124,0.517488
1394,0.023485435,-0.3488599,-1.2443414,-0.88897467,-1.2314131,-0.7367836,0.31266505,-0.39302078,-0.19048718,-0.14027037
1404,-0.16232282,-0.7416478,-0.8504101,-0.4239701,-0.82773614,-0.34230965,0.60206735,-0.66758347,-0.28624964,0.17474397
1414,0.0362966,-0.6160387,-1.0078919,-0.84887975,-0.91573966,-0.5740715,0.19367841,-0.44956064,-0.28830177,0.2548719
1434,0.12969442,-1.2138767,-0.8706917,-0.9665121,-1.0818262,-0.28392667,0.20824368,-0.2848886,-0.14801325,-0.16819708
1444,-0.38811925,-0.9301842,-0.82911795,-0.7974269,-0.937373,-0.26875007,0.23515524,-0.468074,-0.24130471,0.44899544
1454,-0.2474228,-0.41087186,-0.6357797,-0.5865429,-0.8679665,-0.84094286,0.11992522,-0.70989794,-0.32968083,-0.03731234
1464,-0.1441153,-0.6963328,-0.79598886,-0.7645715,-0.52112955,-1.0360141,-0.13186015,-0.8269591,-0.1998713,-0.58753884
1474,0.14936602,-0.7283795,-0.78423786,-0.36057743,0.224918,-0.32759863,0.015885595,-0.6938817,0.04582215,0.8058476
1484,-0.15419318,-0.47676182,-0.9718631,-0.878965,-1.1252162,-0.9281211,0.4571142,0.035437457,0.1793061,0.10829177
1494,0.19160673,-0.5672213,-0.93374723,-0.12413765,-0.6169697,0.023825409,-0.36300093,-0.57711226,-0.328021,0.23830117
1504,-0.1496648,-0.58746505,-0.71263844,-1.0997075,-0.89392924,-0.90206504,0.046454486,-0.29000115,0.08560974,-0.0069071683
1514,-0.692018,-0.7218833,-0.5358228,-0.6974781,-0.57483864,-0.6176866,0.41550395,-0.14753932,0.1545337,0.38820156
1534,0.26129225,-0.6845777,-0.6813488,-1.2253221,-0.90384614,-1.1256243,0.6666777,-0.24997391,0.12469969,-0.757724
1544,-0.029556597,-0.8505166,-0.8251846,-0.66381174,-0.43719217,0.041575275,-0.10117629,-0.63976234,-0.67591023,0.49298272
1554,-0.16068235,-0.6608326,-0.6790522,-0.84529847,-0.4694619,-1.2181152,0.3089623,-0.60516703,-0.22401445,0.06917515
1564,-0.23161596,-0.6777548,-0.9522722,-0.9646684,-0.7133071,-0.6353854,0.9106599,0.028941937,-0.28249773,0.77555287
1574,-1.3427614,-0.4306785,-0.74529225,-0.37666163,-0.72582996,-1.4383315,-0.04641261,-0.059384838,-0.47795808,-0.1386266
1584,-0.38972515,-0.6492429,-1.0892823,-0.8618493,-0.65686345,-0.5388557,0.35330892,-0.53480005,-0.42089212,0.47533244
1594,0.35181683,-0.32939413,-0.87067926,-1.0538557,-1.1399456,-0.84623194,0.15905473,-0.2203698,-0.4360328,-0.27434745
1604,0.1439208,-0.42921153,-0.8402294,-0.31956187,-0.30045575,-0.3272986,-0.29961297,-1.1548141,-0.36646327,0.32065144
1614,-0.1071773,-0.60641086,-0.8595937,-0.7423203,-0.7354149,-0.33814597,0.41960147,-0.64203084,-0.0418102,0.584176
1624,-0.6215741,-0.53273433,-0.4092194,-0.35714594,-0.5795551,-0.7376048,0.30394346,-0.299375,-0.3935981,1.0081983
1644,0.39468533,-0.5453598,-0.34444034,-0.6197559,-0.5524394,-0.13860953,-0.10456688,-0.9994289,-0.47206604,0.6399313
1654,-0.25294194,-0.8441503,-0.84692746,-0.810509,-0.3371959,-0.28830358,0.4885571,-0.66031826,0.26348504,0.8740265
1664,-0.1682968,-0.9143078,-1.2145545,-1.031874,-1.075307,-0.90334505,-0.31407416,0.018349454,0.17332661,0.30796245
1674,0.012079697,-0.7246762,-1.1579725,-0.78624034,-0.86575216,-0.57006896,0.5884002,-0.30867824,-0.4562857,0.54261935
1684,0.18777218,-0.9243545,-0.9259349,-0.7200435,-0.59485644,-1.1238841,0.40476245,-0.13007097,-0.029059175,0.40113056
1694,-0.02847886,-0.7626031,-0.980628,-0.82068336,-0.98882425,-0.90727025,0.25389332,-0.07807455,-0.29544035,-0.0023530463
1704,-0.3055948,-0.29456142,-1.3007622,-0.7923249,-0.9332,-0.6193528,0.50963956,-0.60521626,-0.62809867,0.5080583
1714,0.10243535,-0.30853438,-0.46448168,-0.4558081,-0.39919865,-0.32622606,0.2237213,-0.10279603,-0.0019707289,0.019680684
1724,-0.022154588,-0.5455659,-0.5467639,-0.46942443,-0.62011945,-0.17098464,0.017252399,-0.2621555,-0.7348089,-0.28168494
1734,-0.09404362,-0.42924988,-0.71051013,-1.2764888,-0.82875633,-1.006927,0.5016551,-0.5230487,0.18402128,0.18739532
1744,0.030152364,-0.9538671,-0.7452499,-0.28664562,-0.10608707,-0.14165464,-0.1625494,-0.86019146,-0.5099827,0.30367738
1754,-0.25472105,-0.49101955,-0.8030459,-0.68130136,-0.81452554,-0.43479735,0.14351091,-0.88962656,-0.49952278,0.32046244
1764,-0.32409593,-0.17467743,-1.0862641,-0.30585113,-0.44789305,0.012834586,-0.13803728,-0.4178628,-0.2953937,0.5226203
1784,-0.23152368,-0.5230338,-1.1864614,-0.6891752,-0.89537936,-0.58509487,0.50811726,-0.5205934,-0.53758895,0.49857643
1794,0.016839666,-0.49447262,-0.7061278,-0.9397458,-1.1909287,-0.6117018,0.14872853,-0.20014763,-0.21108443,0.07944053
1804,-0.37935814,-0.635794,-0.84712493,-0.40450072,-0.4580115,-0.6872953,0.20785177,-0.7437685,-0.35032207,0.4247782
1814,-0.70739776,-0.12654252,-0.6836638,-1.1359712,-0.40808392,-0.78501916,1.0379282,-0.04439371,-0.5826431,0.5033582
1824,-0.40142813,-0.42640096,-1.15667,-0.48585,-0.5335843,-1.1286938,0.0078808125,-0.3948889,-0.49174476,-0.020695912
1834,-0.18777661,-0.65347034,-1.0725873,-0.86855793,-1.0541737,-0.8092255,0.23006158,-0.32548296,-0.26356712,0.21407788
1844,-0.053389773,-0.81716233,-0.9702674,-0.7457782,-1.1379708,-0.7801642,0.37028578,-0.30246663,-0.24130255,-0.03285992
1854,-0.27099484,-0.0016770236,-0.920809,-0.6599469,-0.61498183,-0.44037893,0.23364584,-0.63898504,-0.0804394,0.76721805
1864,0.0034896373,-0.42434764,-0.8246489,-0.45686293,-0.8965033,-0.25550762,-0.43926978,-0.78436726,-0.03156616,-0.11083238
1874,-0.052641556,-0.8507206,-1.131948,-0.62847996,-0.34664297,-0.69557583,0.39600563,-0.6176795,0.570611,0.66599065
1884,-0.14471966,-0.1789431,-0.89611834,-0.7553437,-0.6580996,-1.1973296,-0.25208223,-0.7252646,-0.30069035,-0.6799215
1894,-0.08862212,-0.6047122,-0.76963353,-0.46865195,-0.40086335,-0.16980425,0.13331768,-0.71535915,-0.5849312,0.67335707
1904,-0.084804066,-0.3780741,-0.83472705,-0.88530385,-0.83849376,-1.0884299,-0.16384886,-0.56933856,-0.09406296,-0.3072116
1914,-0.36980587,-0.71617836,-0.96793896,-0.8872205,-0.9480085,-0.7367896,0.5441009,-0.27657264,-0.0067449384,0.26587677
1924,0.29102784,-0.4862326,-0.74541306,-1.3455411,-0.14591296,-0.7581684,-0.43060637,-0.04710531,0.123174064,-0.50108045
1934,0.11226219,-0.8501206,-1.0134997,-1.3344024,-0.69896495,-0.7787437,0.42893967,0.024051426,-0.08263854,0.22519884
1944,0.28032628,-0.70964116,-1.1206527,-0.9286225,-0.91002643,-0.77547336,0.49622667,-0.17219554,-0.54962546,0.25651944
1954,0.35451543,-0.39525816,-1.4245778,-0.7319176,-0.9387898,-0.27241927,0.4153114,-0.37862977,-0.6971537,0.31478748
1964,0.2256524,-0.8933752,-0.87568957,-0.7598118,-0.9485162,-0.7746983,0.4850163,-0.34263924,-0.28017807,0.11394206
1974,0.65896684,-0.20198151,-0.7070127,-0.82397723,-0.44900754,-0.2493403,0.14454246,-0.9710722,-0.7693696,0.15985703
1984,0.76473844,-0.8179057,-0.17024356,-0.6683231,-0.04854783,-0.3193655,0.1814226,-0.6601609,-0.35882074,-0.1398042
1994,0.47291973,-0.433618,-1.082241,-1.0316527,-0.7801635,-0.28311396,0.36084074,-0.5873014,-0.48781824,0.13779236
2004,0.40651953,-0.39551112,-0.8907822,-0.7462474,-0.21956898,-0.26947847,-0.29153106,-0.79866064,0.13523223,0.28077307
2014,0.5753697,-0.6476147,-0.95139617,-0.91781616,-0.21743563,-0.6107347,0.3716364,-0.44319528,0.12427027,0.5414655
2024,0.052985583,-0.76898295,-0.6672612,-0.9214551,-0.8971919,-0.6399295,0.19359887,-0.3786675,-0.1618348,0.023475656
2034,-0.21732025,-0.41078013,-0.86163586,-0.69550043,-0.19734658,-0.42255628,0.31183717,-0.60881746,-0.5449791,0.028171435
2044,-0.13368712,-0.5803213,-0.76190925,-0.6880464,-0.2591124,-0.33900344,0.010255414,-0.6791484,0.036276,0.33392963
2054,0.30654702,-0.58635944,-1.00994,-0.7535523,-0.39237028,-0.12652615,0.15369406,-0.47732306,-0.128215,0.573426
2064,-0.038632948,-0.5374861,-1.0526261,-0.8711778,-1.1205708,-1.0191723,0.45151004,-0.36406627,-0.1870962,-0.19063063
2074,-0.13089295,-0.80745256,-0.94914585,-0.9128143,-0.7799478,-0.6222324,0.429854,-0.2571268,0.11255965,0.20610943
2084,-0.76547396,-0.45755693,-0.8056142,-0.9376099,0.09037862,-0.4567855,0.49795318,-0.65891963,-0.10307749,1.0518541
2094,-0.06175101,-0.7240539,-1.0421907,-0.7919137,-0.4106866,-0.25273433,0.13038966,-0.37232772,-0.15836278,0.43493357
2104,0.36228785,-0.6073463,-0.6995643,-0.5842337,-0.7875967,-0.7762815,0.5659812,-0.31432474,-0.3652691,0.4947685
2114,0.111667916,-0.53661096,-1.0734997,-0.63246816,-0.64586854,-0.7118129,0.48140058,-0.5914297,-0.67272717,0.4223572
2124,0.10562294,-0.7489377,-1.0523062,-0.856506,-0.5254189,-0.29490513,0.059934046,-0.56882626,0.13270685,0.2094403
2134,0.14206713,-0.29016298,-1.3237299,-0.62667024,-0.53659827,-0.2360899,0.33891594,-0.84435034,-0.3058016,0.21081394
2144,0.1290304,-0.33279744,-1.1167134,-0.88282603,-0.76291126,-0.55058384,0.5322818,-0.6396282,-0.21281895,0.42368034
2154,-0.06405615,-0.49665758,-0.29401344,-0.71154237,-0.3805492,-0.483205,0.63890827,-0.7792402,0.09003051,0.93778247
2164,-0.18708682,-0.9222277,-0.61853534,-0.44035038,-0.03661148,-0.65258986,0.5254494,-0.39172265,0.667634,0.6712956
2174,0.025740271,-0.45188302,-1.1410439,-1.0529289,-0.7264763,-0.41133827,0.37500542,-0.60981774,-0.002377864,-0.08468711
2184,-0.10411689,-0.87947106,-1.1105947,-0.76841384,-0.57306784,-0.80891216,0.163691,-0.32353735,-0.21198888,0.27341542
2194,-0.054832596,-0.4597016,-1.3308347,-0.88258934,-0.8222183,-0.44181982,0.36988774,-0.47899747,-0.58788574,0.31046587
2204,0.16199557,-0.9552683,-1.068676,-0.7390833,-0.7385884,-0.7550827,0.5130602,-0.1358274,-0.6496596,-0.041264087
2214,0.016961884,-0.5148329,-0.6649295,-0.70638007,-0.64223087,-0.44063798,0.3285101,-0.1673162,-0.13396065,0.33878398
2234,-0.0036617334,-0.02646111,-0.70689684,-0.40286705,-0.067535885,-0.6898308,0.50628614,-0.7748185,0.088029556,0.35200578
2244,-0.31433693,-0.8659458,-0.6813551,-0.12970372,0.1389633,-0.9140187,-0.14793211,-0.1531703,0.54945624,0.6433406
2254,-0.27439758,-0.21613538,-0.5937465,-0.4560977,-0.52898467,-0.4925975,0.11078687,-0.033999722,-0.1431017,-0.3273331
2264,0.09309364,-0.45181823,-0.93441725,-0.41503122,-0.16769886,-0.73368925,0.07149901,-0.6390876,-0.19519673,0.48409605
2284,0.093503736,-0.7534197,-0.79815626,-0.6717144,-0.67262185,-1.1068947,1.1168265,-0.15763561,-0.06402867,0.4011354
2294,-0.06648172,-0.59856397,-1.114037,-0.87519175,-0.57584983,-0.5305681,0.14577802,-0.40473846,-0.2623934,0.34656048
2304,0.6944085,-0.39677233,-1.0818272,-1.0139796,-1.0913289,-0.6671594,0.5444839,0.24382843,0.026916219,-0.11028071
2314,-0.46298787,-0.65142226,-0.900594,-0.8998399,-0.35702622,-0.42425194,0.93043613,-0.5371805,-0.0878186,-0.37737107
2324,-0.40244246,-0.21669264,-1.3501732,-1.0733509,-0.7918662,-0.8446016,0.5123052,-0.42444342,-0.59270173,0.42202204
2334,-0.28762424,-0.74777544,-0.86626756,-0.5624016,-0.6155926,-0.26176292,0.031002652,-0.69183105,-0.38874325,0.31302795
2344,0.13925782,-0.75245345,-0.9179888,-0.7305175,-0.7605686,-0.77537197,0.26111323,-0.38938773,-0.27300578,0.22629936
2354,0.22663684,-0.44733122,-0.7274814,-0.9779386,-0.14510217,-0.6514588,-0.058836307,-0.36709496,0.044756103,0.7444389
2364,0.22982582,-0.62693304,-0.81496453,-0.85394025,-0.09012919,-0.6611275,-0.05826568,-0.73761135,-0.031892966,-0.11504942
2374,0.12608707,-0.50484353,-1.0931317,-0.4902352,-0.29056004,-0.44319388,0.05577964,-0.67637813,-0.2487219,0.40894952
2384,0.3388904,-0.7696721,-0.889908,-0.87965226,-0.9272358,-0.6429524,0.089731395,0.017483076,0.12599865,0.42897102
2394,-0.23311456,-0.5062306,-1.0313816,-1.0775118,-0.46128175,-0.41867813,0.20281611,-0.38289386,-0.30606934,0.7695927
2404,0.15501168,-0.5359278,-0.87539977,-0.12224596,-0.105531566,-0.014088344,-0.2398284,-1.0040188,-0.5791108,0.41774106
2414,-0.110018164,-0.5007187,-1.2377675,-0.7759145,-0.48106617,-0.3082609,0.21933614,-0.56081814,-0.3336664,0.26983252
2424,-0.26333466,-0.6544124,-0.9309351,-0.59839654,-0.51446986,-0.32349187,0.30475157,-0.45466408,-0.37856606,1.0688483
2434,-0.05034633,-0.3675321,-1.0047185,-0.8334373,-0.6649706,-0.7785723,0.40351978,-0.70538116,-0.06500091,0.4683697
2444,0.3632592,0.1559781,-1.0898117,-0.58181304,-0.8911732,-1.3493401,0.3994508,0.06478225,0.14548145,-0.0031835863
2454,0.6099712,-0.89139205,-0.792216,-1.0410458,-0.5835396,-0.30249038,0.2777459,-0.39358634,-0.45644605,0.017630467
2464,-0.65911746,-0.2877422,-1.1602813,-0.46775073,-0.084761016,-0.4655347,-0.043120116,-0.581626,-0.7117117,0.16412333
2474,0.051729813,-0.51752245,-1.0256461,-0.72090816,-0.7318615,-0.51499826,0.3064952,-0.49650383,-0.5691635,0.215529
2484,-0.21606396,-0.11645162,-0.7241761,-0.20390077,-0.29859537,0.00855639,-0.092024855,-0.27857518,-0.19692913,0.34841353
2494,0.24099472,-0.39021608,-1.4302087,-1.0125084,-1.241898,-0.3801693,0.043555483,-0.09337554,-0.6283858,0.009308549
2504,-0.53344214,-0.4238444,-0.5993297,-0.7211787,-0.44580656,-0.85088086,0.16950981,-0.84064984,0.041941546,0.22051723
